index,RegionName,SizeRank,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09
782,"Juneau, AK",782,240950,241000,249000,267000,270900,270900,265750,269400,267250,264900,244000,245500,239700,224750,259000,279900,290450,279900,284250,279900,272000,278000,278000,269900,269450,277450,295250,299450,279000,285000,287000,287000,280000,278000,275000,277250,275000,287500,301900,310000,319900,334000,340000,334499.5,323000,321500,320999,324900,315000,317999.5,323000,315000,320000,320000,327000,299000,299900,300000,329450,319900,310000,324500,305000,350000,346500,346500,345450,330000,339000,328500,325000,329000,335000,332500,329950,332249.5,339000,334500,337000,329000,329000,329000,319750,314950,314900,321450,335000,349000,339900,357000,349000,358000,365000
783,"Albert Lea, MN",783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109188.5,108477,99900,99900,94950,94900,99900,109900,109900,119900,114900,104900,104900,110450,104900,99900,99900,99900,99900,94900,94900,99900,102750,109900,119900,114900,114900,109900
784,"Iron Mountain, MI",784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119900,120500,109900,118200,118200,99900,95900,94900,85000,88000,89900,94900,109000,119900,124500,129900,119900,123900,119900,124900,119000,119000,119900,127500,129900,144400,149000,145000,134950,134900,139450,129900,127900,127450,125000,116900,127950,129500,129900,127000,124500,115700,117500,117500,115900,109950,115900,124950,109900,117500,121000,124999,120000,119900
785,"Lincoln, IL",785,102000,105000,101950,105000,107450,104900,104000,104950,96950,90450,92400,89900,89900,93900,93400,95900,97450,105000,108900,109900,104900,104450,104000,99900,99900,96900,89900,89500,84900,84900,84900,84900,84900,84900,89900,89900,84900,84400,84900,84900,82500,84900,84900,89700,89000,89900,89900,86750,87950,89900,88450,89900,94000,89900,89900,93000,89900,89900,89900,86900,85900,89900,89900,95450,99900,99900,100000,99900,99900,107000,99950,99900,98500,99900,99900,94900,89900,89900,89900,89900,89900,87500,85000,83000,84700,84375,79900,79400,79900,79900,84900,89900,88950
786,"Jesup, GA",786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135000,154900,161000,152400,144000,142000,142000,139900,143000,135000,148750,139900,128000,139450,139900,148700,139900,139900,135000,139900,144997.5,139900,135000,139900,138250,139900,143950,141450,138900,135000,129900,129900,139450,139995,135950,135950,129900,130950,132000
787,"Kirksville, MO",787,84500,89900,89900,93250,95250,95000,94900,90000,94200,93500,96250,94200,89000,84900,89700,89000,89950,104500,109200,99900,107500,102000,97500,93500,89900,87250,93700,95000,105000,105000,104900,109900,105000,104900,114000,105000,99900,101700,99900,99900,96000,92500,99300,104700,99950,99600,98250,99000,89900,94850,92700,95000,99250,99500,89900,90000,99900,99900,99900,99900,99500,99900,112950,111200,105900,105000,105750,109900,109900,102500,104900,99000,99500,99900,101950,104900,109900,109900,105999,105499.5,99900,99700,109000,94500,99900,99900,107000,118000,114900,102400,109900,119000,117000
788,"Alpena, MI",788,107500,102900,102900,106900,107500,109900,109900,109900,110000,99900,98750,97950,92000,86750,98500,95000,99000,99500,106250,99900,99500,98500,96500,95900,95000,89900,89900,92500,89900,94000,94000,94450,89900,89900,89900,89900,89900,89900,89900,89900,95000,95000,95000,89900,89500,89900,84900,84700,84900,84500,89700,89900,95000,99900,99900,99900,99900,99900,99250,94000,93000,92950,98500,99900,109000,109450,109000,109900,107500,99900,99900,98750,98500,90000,89000,95000,95700,94900,92450,96000,99000,98000,96500,89900,94900,92500,98000,105000,109450,108950,109000,104900,104900
789,"Silver City, NM",789,225900,229000,225000,199900,199900,199999,196500,189000,198950,194000,184900,185950,180000,179950,181000,199450,182000,189900,189500,179000,184900,190950,189250,186750,182900,179000,175000,175000,179700,180000,175000,179250,170000,169000,160000,159950,159900,165000,167700,179250,182000,184950,187000,186450,185000,184900,187950,180000,184900,185000,185000,189000,189000,194750,192000,189900,189000,189950,187500,185000,187000,187000,195000,189000,195000,193000,188250,185000,185000,185000,175000,169000,178500,177000,177531.5,187000,180000,179450,195000,193500,199000,199900,189900,179900,187000,179000,179000,189000,190000,189000,185000,189000,198000
790,"Elkins, WV",790,134900,134900,136700,139900,139900,142900,142500,139000,134950,132400,129900,134900,129450,129900,129900,131200,129900,126250,125000,122000,125000,129900,129900,129900,144900,125000,125000,118200,123250,123250,119900,124900,125000,129000,134900,129000,139450,139950,140000,148450,144500,139000,139450,143500,140000,139700,139900,139700,143450,139900,135000,139700,139250,139500,139000,139900,139900,136500,139900,143500,146000,153900,149900,159900,154900,156200,151450,152900,169900,169900,169900,169500,168500,165450,165000,159900,162500,149900,157950,149900,164000,164000,159900,159000,165000,169900,165000,165000,165000,161900,164500,159900,159900
791,"Las Vegas, NM",791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199000,198450,198950,199000,199000,198000,195000,195000,198000,198450,198900,199000,199000,195000,199000,195000,199945,200000,209000,199000,199000,199000
792,"McPherson, KS",792,,,,,,,,109900,112200,111200,109000,109900,112700,112400,115000,119900,121949.5,119949.5,119900,119700,119500,117900,119900,118200,114000,115000,114900,115000,109900,105000,109500,110950,107500,109900,109900,109900,110000,115000,113750,115000,119700,124950,119900,117900,119000,119900,129900,119900,129900,134900,139000,138000,144900,139950,129900,132450,134900,139200,142900,139900,139500,148500,139900,142450,137900,153450,154900,159000,146900,145450,139900,138999,135850,138200,133700,134900,143000,148900,149900,149900,149700,149900,149900,149900,149900,149450,154500,155450,151950,155900,154900,152400,147750
793,"Sheridan, WY",793,247500,245000,229900,235000,231900,224900,228000,224950,220000,220000,219000,212000,212000,225000,233900,245000,246750,246750,245000,242000,239500,235000,228250,215000,200000,210695,215000,225000,215000,220000,225000,221000,223450,220000,217450,206250,200000,208250,199950,209500,205000,219950,220000,220000,219000,208000,190500,192000,199000,226500,219000,226500,229900,237500,239900,225000,225000,223500,225000,246750,238950,239900,238000,244450,244950,244500,249450,249900,249900,261500,265000,258000,234900,239900,240000,250000,260000,261750,259000,254000,250000,250000,259950,249250,245000,235000,236500,239900,210000,225000,225000,220000,215000
794,"Washington Court House, OH",794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113900,104900,111243.5,112749.5,117250,119900,102400,99900,103900,99900,104900,99900
795,"Bennettsville, SC",795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82500,80230,79900,83700,90000,89900,86750,85950,84500,84500,84500,89000,89000,85000,86500,80000,80000,80000,81250,89500,79900,81250,82500,82500,80950,80950,83900
796,"Van Wert, OH",796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72900,81400,82900,73900,76950,76950,78250,77500,75250,79000,79000,79000,79900,79900,79450,79000,79000,79450,78450,74950,75000,77000,89000,89900,86400,85900,80000,85000,85400,85000,77000,79900,77250,77500,76500,74700,72700,70700,68950,69450,69900,72000,74900,85000,85000,90000,95000,96500
797,"Merrill, WI",797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114900,119900,119900,119900,128000,124995,124500,122600,124900,122900,124500,119900,115000,119000,119900,120000,129000,124900,128500,129000,124000,124500,123500,119900,119900,119900,119900,125000,124700,128950,125000,127450,124200,125000,119900,119000,119000,124900,125000,130950,134900,139700,142700,139900,137350,132750,129000,122500,114900,119900,122500,127500,129900,125000,128200,134900
798,"Ludington, MI",798,139500,142000,139900,139500,139000,139900,139450,139900,139900,135500,134900,129900,129700,129900,133000,134900,127000,129900,127900,129900,131200,129900,125000,119900,119900,119900,124900,124950,124900,125250,124900,125000,125250,120000,124900,124900,120000,119900,120000,128900,131000,129900,125000,129250,129900,129800,129900,129600,120000,119900,119900,124950,129900,139700,139000,142250,139900,139900,138000,129900,124900,127000,129900,135000,139900,139900,139900,139900,145000,145000,144900,139000,127750,128500,129900,134900,139900,139950,139900,139900,139900,137900,130000,129900,121900,129900,129900,134900,140000,143000,140000,144950,149900
799,"Pineville, KY",799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85000,89900,84900,95900,99500,98200,99700,105000,99400,95900,99900,99900,104450,110000,110000,117000,119450,119900,119900,119900,119900,120000,119000,119900,115000,119900,119900,115000,115000,117450,114900,105000,115040,114875,115080,119900,117387.5,110000,99500,99700,110000,110000,110000,96500,99900,97400,97400,110000,110000,99900,81950,90000
800,"Crescent City, CA",800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198000,198500,195000,189950,202500,209900,223500,225000,208000,214400,211000,199000,212000,209000,205000,195000,195000,199000,198475,195000,206950,217000,219000,215000,210000,204900,199000,210000,205000,225000,249700,249900,249900,234950,240000,239750,245000,225000,225000,225000,232450,225000,237213.5,250000,250000,259500,249900,245000,235000,235000,255000,239450,239000,249900,252450,269000,264900,255000
801,"North Vernon, IN",801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94250,95500,100000,104250,100000,108947.5,114900,105750,102450,99900,103700,104450,109000,99500,104500,110950,107000,96750,97500,94900,91600,85000,84900,93900,107950,98250,108000,106450,99900,99700,99250,94500,89750,89950,94000,100000,112950,111200,102400,99900,99900,106950,104900,106950,99855,96000,101700,88000,86500,90000,96914.5,94900,99900,99900
802,"Hays, KS",802,143000,131650,143000,129000,130000,133400,129900,140000,145450,145950,144500,139900,142900,150700,143000,143000,149700,142450,145900,145000,159000,158000,160000,159950,162950,159900,159450,179000,174500,154225,152000,152500,154225,154225,149700,147000,142250,143250,147900,159500,159000,175000,179900,174950,168950,171450,172500,178900,178000,178900,176950,172450,175000,169700,156950,159700,169500,162700,169700,167388.5,159900,170000,169750,175000,179000,178500,178500,175000,174900,174200,170000,179200,173950,182500,178500,172500,170000,164900,169000,160000,157750,159900,165000,165000,169000,173950,176500,175000,174950,178500,174010,172000,167000
803,"Forrest City, AR",803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88750,97750,95000,97750,95000,89900,89000,89000,89500,90000,89000,87250,88500,89900
804,"Mineral Wells, TX",804,199900,224500,234000,199000,183950,179250,189000,195000,179900,175000,175000,181950,185000,210000,200000,197000,199000,209995,209000,209000,209500,212000,239900,239500,250000,275000,263500,249000,250000,237450,242000,229000,214999,199000,200000,198750,199000,218895,239000,254900,252450,250000,249949.5,249450,250000,249999,259900,262000,260000,275000,275000,263000,290000,289000,295000,295000,275000,267000,257000,249900,265000,289900,249450,275000,250000,272000,259000,259500,274900,260000,255000,274900,284975,290000,299000,299250,297450,299000,299900,299000,299000,299000,290000,282500,277950,289000,292200,299000,299000,299900,299999,299947.5,349000
805,"Silverthorne, CO",805,599000,599000,598000,579450,574950,550000,539450,529450,499949.5,526999.5,499000,499000,499900,499000,499900,490000,495000,499000,490000,489900,479000,449000,400000,399999,385000,399000,399000,389000,385000,385000,389000,399900,379500,379900,399000,375250,399000,399000,399000,399900,395000,399950,427250,425000,414500,435000,435000,459000,439000,429000,449000,434500,429000,429000,425000,424900,435000,439000,469000,499000,525000,525000,549000,544925,572400,599000,575000,589000,575000,589000,625000,599000,599500,599000,550000,535000,549900,569000,595000,619000,649000,675000,684000,699450,687000,725500,719000,695000,689000,715000,699000,710000,715000
806,"Bastrop, LA",806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104450,111950,113900,114900,107500,99900,99700,104290,119000,119000,116950,103950
807,"Bainbridge, GA",807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149900,149900,149900,149900,149900,149900,149900,149250,139500,139900,136950,132900,132900,129900,129700,129900,129700,139900,147400,139900,134900,142400,138950,138700,139900,139900,139900,139000,139900,139450,139900,129500,125500,134900,139949.5,139450,139900,142500,129900,139900,135000,132500,133750,134900,144900,149000,147700,149900,149900,143500,149000,145500,146000
808,"Hailey, ID",808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,525000,565000,525000,530000,497000,499000,525000,582000,585000,582000,575000,593500,560000,575000,575000,575000,550000,575000,585000,563375,559000,575750,595000,595000,599000,599000,595000,595000,592500,513000,595000,579000,595000,595000,599000,599000,612000,599000,599000,596000,595000,575000,630000,619250,599000,643185,649500,675000,699000,699000,745000,692000,645000,612500,610000,624000,617500,671000
809,"Great Bend, KS",809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108000,97500,94950,97750,98200,96900,94200,103000,119450,105900,109900,114900,108900,109900,99700,108900,118450,105950,103700,99500,99700,101450,99000,109900,114900,124400,123450,127900,119950,123900,122400,116950,116950,118900,119900,117400,119900,119900,120000
810,"Weatherford, OK",810,124000,122000,126750,129975,132000,136750,119725,122000,114950,122000,135400,119950,123450,135000,137000,137450,147000,151400,149900,154900,154900,149450,154950,140000,144900,134200,148250,159900,171500,175000,159900,159900,154900,157450,151200,149500,159900,158000,162200,170500,169900,169900,169700,159000,159900,159900,164400,159900,152200,159900,170450,195000,182900,168000,169950,185000,185000,189250,175000,189500,188750,187900,187900,189500,191750,175000,177000,178450,169900,172500,165800,165000,160000,169000,170000,182450,179900,178000,176900,166450,162900,162950,150000,155000,149900,151200,162900,167250,179375,173000,176000,185000,186450
811,"Grants, NM",811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100000,99800,105000,105400,108000,115250,125000,114000,125000,127500,129900,125000,119900,125000,118000,112200,116500,116500,116500,120000,120000,119400,115000
812,"Thomaston, GA",812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99900,99950,99950,99000,93750,99250,99900,107200,99950,95000,90000,90000,95000,91250,95750,91250,92250,95000,99500,94900,97000,96450,102000,104500,99000,95000,94000,94000,89900,93950,90000,89950,95000,99000,96450,98753,97950,99900,99900,104500,104950,95900,93500,93500,92000,89900,101237.5,109900,110000
813,"Mountain Home, ID",813,155000,153700,154400,149950,151000,152000,152750,150500,143450,143450,145000,141000,139450,136450,138900,139900,138950,138950,139000,130250,129900,125000,124000,119900,117700,118250,115000,114900,115000,109900,108000,104500,108000,107450,115000,119900,124949.5,130000,139950,134900,145295,145000,148390,145000,139995,136920,136840,138000,138500,144945,153000,150443,150443,149900,149900,149900,149900,149900,151990,155790,154990,155990,157990,150000,153990,159900,158250,154950,155900,154900,154995,154945,150000,152740,153999.5,159999.5,163120,155950,159900,156750,161490,165000,158945,156400,156990,156000,163400,169500,174900,179000,179000,179900,169000
814,"Altus, OK",814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118500,124900,119950,118000,120000,121250,121250,119900,126900,129000,129000,135000,139000,134900,129900,128400,126000,126000,119900,114950,109000,113700,115000,116250,120500,139500,143450,139900,155900,145000,139700,139500,139450,135000,132000,139950,134500,139900,139900,135000,135000,136500
815,"Uvalde, TX",815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,249900,269000,275000,241750,225000,225000,205000,199700,199250,199000,198000,205000,199450,199900,199925,199000,209000,199500,199500,199900,199700,204450,192500,199000,214000,215000,214450,193750,186950,190000,188900
816,"Lexington, NE",816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143700,169000,177450,178000,172500,179900,164500,145000,157500,158250,144500,144750,142000,139500,139500,150000,140000,149900,157500,185000
817,"Boone, IA",817,107000,114000,118250,115000,114000,114650,110000,112500,109900,110000,109900,113900,113950,110500,112950,111250,112000,112000,111250,111500,109950,110000,118500,117950,117900,119900,116450,109950,104000,109900,112000,109900,112450,99900,109500,106500,97200,98450,104900,102500,106500,105000,107150,101000,100000,99900,99900,99650,102400,100000,116900,119900,119900,120000,116000,118950,118000,116200,109700,105000,105000,104900,112000,122700,132500,134950,132900,133900,139900,137950,129900,125000,122250,129000,128500,122250,134950,134900,139000,135000,136250,139900,139900,131000,132000,139450,145900,149900,155000,152450,149900,155000,156500
818,"Toccoa, GA",818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140000,143000,142750,141500,137950,139900,139000,149000,159900,159950,156250,159000,149900,149900,149900,149900,150000,148500,149950,152500,154000,149450,139950,160000,169900,164900,168500,169900,170000,179000,159900,160000,177900,169900,169900,165450,168950,169900,169000,169000,165000,159900,159900,169000,159000,165000,178499,189900,204950,219000
